"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"NQCOMMS","ORIG_ENTRY","NQCOMMS","Date of original data entry","DATE","","","True","False"
"NQCOMMS","PAG_NAME","NQCOMMS","Page Name","CHAR","12","","True","False"
"NQCOMMS","PATNO","NQCOMMS","Participant ID","NUMBER","18","0","True","False"
"NQCOMMS","QUERY","NQCOMMS","Any open/pending queries on this record","NUMBER","1","","False","False"
"NQCOMMS","REC_ID","NQCOMMS","Record ID","CHAR","36","","True","True"
"NQOLLEFS","","NQOLLEFS","Neuro QoL: Lower Extremity Function (Mobility) - Short Form","","","","",""
"NQOLLEFS","CNO","NQOLLEFS","Site Number","NUMBER","12","0","True","False"
"NQOLLEFS","EVENT_ID","NQOLLEFS","Visit ID","CHAR","3","","True","False"
"NQOLLEFS","INFODT","NQOLLEFS","Assessment Date","DATE","","","True","False"
"NQOLLEFS","LAST_UPDATE","NQOLLEFS","Date of most recent update to record","DATE","","","True","False"
"NQOLLEFS","NQMOB25","NQOLLEFS","Able to push open a heavy door","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB26","NQOLLEFS","Able to get in and out of a car","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB28","NQOLLEFS","Able to go for a walk of at least 15 min","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB30","NQOLLEFS","Able to step up and down curbs","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB31","NQOLLEFS","Able to get off floor without help","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB32","NQOLLEFS","Able to get out of bed into chair","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB33","NQOLLEFS","Able to run errands and shop","NUMBER","12","0","False","False"
"NQOLLEFS","NQMOB37","NQOLLEFS","Able to get on and off toilet","NUMBER","12","0","False","False"
"NQOLLEFS","ORIG_ENTRY","NQOLLEFS","Date of original data entry","DATE","","","True","False"
"NQOLLEFS","PAG_NAME","NQOLLEFS","Page Name","CHAR","12","","True","False"
"NQOLLEFS","PATNO","NQOLLEFS","Participant ID","NUMBER","18","0","True","False"
"NQOLLEFS","QUERY","NQOLLEFS","Any open/pending queries on this record","NUMBER","1","","False","False"
"NQOLLEFS","REC_ID","NQOLLEFS","Record ID","CHAR","36","","True","True"
"NQOLUEFS","","NQOLUEFS","Neuro QoL: Upper Extremity Function (Fine Motor, ADL) - Short Form","","","","",""
"NQOLUEFS","CNO","NQOLUEFS","Site Number","NUMBER","12","0","True","False"
"NQOLUEFS","EVENT_ID","NQOLUEFS","Visit ID","CHAR","3","","True","False"
"NQOLUEFS","INFODT","NQOLUEFS","Assessment Date","DATE","","","True","False"
"NQOLUEFS","LAST_UPDATE","NQOLUEFS","Date of most recent update to record","DATE","","","True","False"
"NQOLUEFS","NQUEX20","NQOLUEFS","Able to brush your teeth","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX28","NQOLUEFS","Able to open and close a zipper","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX29","NQOLUEFS","Able to turn key in lock","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX30","NQOLUEFS","Able to write with pen or pencil","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX33","NQOLUEFS","Able to wash and dry your body","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX36","NQOLUEFS","Able to pick up coins from table","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX37","NQOLUEFS","Able to shampoo your hair","NUMBER","12","0","False","False"
"NQOLUEFS","NQUEX44","NQOLUEFS","Able make call using touch tone key pad","NUMBER","12","0","False","False"
"NQOLUEFS","ORIG_ENTRY","NQOLUEFS","Date of original data entry","DATE","","","True","False"
"NQOLUEFS","PAG_NAME","NQOLUEFS","Page Name","CHAR","12","","True","False"
"NQOLUEFS","PATNO","NQOLUEFS","Participant ID","NUMBER","18","0","True","False"
"NQOLUEFS","QUERY","NQOLUEFS","Any open/pending queries on this record","NUMBER","1","","False","False"
"NQOLUEFS","REC_ID","NQOLUEFS","Record ID","CHAR","36","","True","True"
"NUPDRDOSE","","NUPDRDOSE","MDS-UPDRS Part III ON/OFF Determination & Dosing","","","","",""
"NUPDRDOSE","CNO","NUPDRDOSE","Site Number","NUMBER","12","0","True","False"
"NUPDRDOSE","DBSOFFTM","NUPDRDOSE","Time DBS turned off before OFF exam","TIME","","","False","False"
"NUPDRDOSE","DBSONTM","NUPDRDOSE","Time DBS turned on before ON exam","TIME","","","False","False"
"NUPDRDOSE","DBSYN","NUPDRDOSE","Does participant have DBS","NUMBER","1","","False","False"
"NUPDRDOSE","EVENT_ID","NUPDRDOSE","Visit ID","CHAR","3","","True","False"
"NUPDRDOSE","INFODT","NUPDRDOSE","Assessment Date","DATE","","","True","False"
"NUPDRDOSE","LAST_UPDATE","NUPDRDOSE","Date of most recent update to record","DATE","","","True","False"
"NUPDRDOSE","OFFEXAM","NUPDRDOSE","OFF exam performed","NUMBER","1","","False","False"
"NUPDRDOSE","OFFEXAMTM","NUPDRDOSE","Time OFF exam was administered","TIME","","","False","False"
"NUPDRDOSE","OFFNORNCM","NUPDRDOSE","Other OFF exam not performed comment","CHAR","","","False","False"
"NUPDRDOSE","OFFNORSN","NUPDRDOSE","Reason OFF exam not performed","NUMBER","12","0","False","False"
"NUPDRDOSE","OFFPDMEDDT","NUPDRDOSE","Date of most recent PD med dose before OFF exam","DATE","","","False","False"
"NUPDRDOSE","OFFPDMEDTM","NUPDRDOSE","Time of most recent PD med dose before OFF exam","TIME","","","False","False"
"NUPDRDOSE","ONEXAM","NUPDRDOSE","ON exam performed","NUMBER","1","","False","False"
"NUPDRDOSE","ONEXAMTM","NUPDRDOSE","Time ON exam was administered","TIME","","","False","False"
"NUPDRDOSE","ONNORNCM","NUPDRDOSE","Other ON exam not performed comment","CHAR","","","False","False"
"NUPDRDOSE","ONNORSN","NUPDRDOSE","Reason ON exam not performed","NUMBER","12","0","False","False"
"NUPDRDOSE","ONOFFORDER","NUPDRDOSE","First Part III exam OFF or ON","NUMBER","12","0","False","False"
"NUPDRDOSE","ONPDMEDDT","NUPDRDOSE","Date of most recent PD med dose before ON exam","DATE","","","False","False"
"NUPDRDOSE","ONPDMEDTM","NUPDRDOSE","Time of most recent PD med dose before ON exam","TIME","","","False","False"
"NUPDRDOSE","ORIG_ENTRY","NUPDRDOSE","Date of original data entry","DATE","","","True","False"
"NUPDRDOSE","PAG_NAME","NUPDRDOSE","Page Name","CHAR","12","","True","False"
"NUPDRDOSE","PATNO","NUPDRDOSE","Participant ID","NUMBER","18","0","True","False"
"NUPDRDOSE","PDMEDYN","NUPDRDOSE","Is participant on medication for PD?","NUMBER","1","","False","False"
"NUPDRDOSE","QUERY","NUPDRDOSE","Any open/pending queries on this record","NUMBER","1","","False","False"
"NUPDRDOSE","REC_ID","NUPDRDOSE","Record ID","CHAR","36","","True","True"
"NUPDRDOSE","RMEXAM","NUPDRDOSER","MDS-UPDRS Part III examination administered at remote visit","NUMBER","1","","False","False"
"NUPDRDOSE","RMNOPRT3","NUPDRDOSER","Reason MDS-UPDRS Part III examination not administered at remote visit","NUMBER","12","0","False","False"
"NUPDRDOSE","RMNOPRT3CM","NUPDRDOSER","Other reason MDS-UPDRS Part III examination not administered at remote visit comment","CHAR","","","False","False"
"NUPDRDOSE","RMONOFF","NUPDRDOSER","MDS-UPDRS part III will be ON or OFF at remote visit","NUMBER","12","0","False","False"
"NUPDRDOSE","RMTOFFRSN","NUPDRDOSER","Reason OFF exam performed at remote visit","NUMBER","12","0","False","False"
"NUPDRDOSE","RMTOFFRSNCM","NUPDRDOSER","Other reason OFF exam performed at remote visit comment","CHAR","","","False","False"
"NUPDRS1","","NUPDRS1","MDS-UPDRS Part I: Non-Motor Aspects of Experiences of Daily Living (nM-EDL)","","","","",""
"NUPDRS1","CNO","NUPDRS1","Site Number","NUMBER","12","0","True","False"
"NUPDRS1","EVENT_ID","NUPDRS1","Visit ID","CHAR","3","","True","False"
"NUPDRS1","INFODT","NUPDRS1","Assessment Date","DATE","","","True","False"
"NUPDRS1","LAST_UPDATE","NUPDRS1","Date of most recent update to record","DATE","","","True","False"
"NUPDRS1","NP1ANXS","NUPDRS1","ANXIOUS MOOD","CHAR","2","","False","False"
"NUPDRS1","NP1APAT","NUPDRS1","APATHY","CHAR","2","","False","False"
"NUPDRS1","NP1COG","NUPDRS1","COGNITIVE IMPAIRMENT","CHAR","2","","False","False"
"NUPDRS1","NP1DDS","NUPDRS1","FEATURES-DOPAMINE DYSREGULATION SYNDROME","CHAR","2","","False","False"
"NUPDRS1","NP1DPRS","NUPDRS1","DEPRESSED MOODS","CHAR","2","","False","False"
"NUPDRS1","NP1HALL","NUPDRS1","HALLUCINATIONS AND PSYCHOSIS","CHAR","2","","False","False"
"NUPDRS1","NP1RTOT","NUPDRS1","MDS-UPDRS Part I (Rater Completed) Total Score","NUMBER","12","0","False","False"
"NUPDRS1","NUPSOURC","NUPDRS1","Primary Source of Information","NUMBER","12","0","False","False"
"NUPDRS1","ORIG_ENTRY","NUPDRS1","Date of original data entry","DATE","","","True","False"
"NUPDRS1","PAG_NAME","NUPDRS1","Page Name","CHAR","12","","True","False"
"NUPDRS1","PATNO","NUPDRS1","Participant ID","NUMBER","18","0","True","False"
"NUPDRS1","QUERY","NUPDRS1","Any open/pending queries on this record","NUMBER","1","","False","False"
"NUPDRS1","REC_ID","NUPDRS1","Record ID","CHAR","36","","True","True"
"NUPDRS1P","","NUPDRS1P","MDS-UPDRS Part I Patient Questionnaire: Non-Motor Aspects of Experiences of Daily Living (nM-EDL)","","","","",""
"NUPDRS1P","CNO","NUPDRS1P","Site Number","NUMBER","12","0","True","False"
"NUPDRS1P","EVENT_ID","NUPDRS1P","Visit ID","CHAR","3","","True","False"
"NUPDRS1P","INFODT","NUPDRS1P","Assessment Date","DATE","","","True","False"
"NUPDRS1P","LAST_UPDATE","NUPDRS1P","Date of most recent update to record","DATE","","","True","False"
"NUPDRS1P","NP1CNST","NUPDRSP","CONSTIPATION PROBLEMS","NUMBER","12","0","False","False"
"NUPDRS1P","NP1FATG","NUPDRSP","FATIGUE","NUMBER","12","0","False","False"
"NUPDRS1P","NP1LTHD","NUPDRSP","LIGHTHEADEDNESS ON STANDING","NUMBER","12","0","False","False"
"NUPDRS1P","NP1PAIN","NUPDRSP","PAIN AND OTHER SENSATIONS","NUMBER","12","0","False","False"
"NUPDRS1P","NP1PTOT","NUPDRS1P","MDS-UPDRS Part I (Patient Questionnaire) Total Score","NUMBER","12","0","False","False"
"NUPDRS1P","NP1SLPD","NUPDRSP","DAYTIME SLEEPINESS","NUMBER","12","0","False","False"
"NUPDRS1P","NP1SLPN","NUPDRSP","SLEEP PROBLEMS (NIGHT)","NUMBER","12","0","False","False"
"NUPDRS1P","NP1URIN","NUPDRSP","URINARY PROBLEMS","NUMBER","12","0","False","False"
"NUPDRS1P","NUPSOURC","NUPDRSP","Primary Source of Information","NUMBER","12","0","False","False"
"NUPDRS1P","ORIG_ENTRY","NUPDRS1P","Date of original data entry","DATE","","","True","False"
"NUPDRS1P","PAG_NAME","NUPDRS1P","Page Name","CHAR","12","","True","False"
"NUPDRS1P","PATNO","NUPDRS1P","Participant ID","NUMBER","18","0","True","False"
"NUPDRS1P","QUERY","NUPDRS1P","Any open/pending queries on this record","NUMBER","1","","False","False"
"NUPDRS1P","REC_ID","NUPDRS1P","Record ID","CHAR","36","","True","True"
"NUPDRS2P","","NUPDRS2P","MDS-UPDRS Part II Patient Questionnaire: Motor Aspects of Experiences of Daily Living (M-EDL)","","","","",""
"NUPDRS2P","CNO","NUPDRS2P","Site Number","NUMBER","12","0","True","False"
"NUPDRS2P","EVENT_ID","NUPDRS2P","Visit ID","CHAR","3","","True","False"
"NUPDRS2P","INFODT","NUPDRS2P","Assessment Date","DATE","","","True","False"
"NUPDRS2P","LAST_UPDATE","NUPDRS2P","Date of most recent update to record","DATE","","","True","False"
"NUPDRS2P","NP2DRES","NUPDRSP","DRESSING","NUMBER","12","0","False","False"
"NUPDRS2P","NP2EAT","NUPDRSP","EATING TASKS","NUMBER","12","0","False","False"
"NUPDRS2P","NP2FREZ","NUPDRSP","FREEZING","NUMBER","12","0","False","False"
"NUPDRS2P","NP2HOBB","NUPDRSP","DOING HOBBIES AND OTHER ACTIVITIES","NUMBER","12","0","False","False"
"NUPDRS2P","NP2HWRT","NUPDRSP","HANDWRITING","NUMBER","12","0","False","False"
"NUPDRS2P","NP2HYGN","NUPDRSP","HYGIENE","NUMBER","12","0","False","False"
"NUPDRS2P","NP2PTOT","NUPDRS2P","MDS-UPDRS Part II Total Score","NUMBER","12","0","False","False"
"NUPDRS2P","NP2RISE","NUPDRSP","GETTING OUT OF BED, CAR, OR DEEP CHAIR","NUMBER","12","0","False","False"
"NUPDRS2P","NP2SALV","NUPDRSP","SALIVA + DROOLING","NUMBER","12","0","False","False"
"NUPDRS2P","NP2SPCH","NUPDRSP","SPEECH","NUMBER","12","0","False","False"
"NUPDRS2P","NP2SWAL","NUPDRSP","CHEWING AND SWALLOWING","NUMBER","12","0","False","False"
"NUPDRS2P","NP2TRMR","NUPDRSP","TREMOR","NUMBER","12","0","False","False"
"NUPDRS2P","NP2TURN","NUPDRSP","TURNING IN BED","NUMBER","12","0","False","False"
"NUPDRS2P","NP2WALK","NUPDRSP","WALKING AND BALANCE","NUMBER","12","0","False","False"
"NUPDRS2P","NUPSOURC","NUPDRSP","Primary Source of Information","NUMBER","12","0","False","False"
"NUPDRS2P","ORIG_ENTRY","NUPDRS2P","Date of original data entry","DATE","","","True","False"
"NUPDRS2P","PAG_NAME","NUPDRS2P","Page Name","CHAR","12","","True","False"
"NUPDRS2P","PATNO","NUPDRS2P","Participant ID","NUMBER","18","0","True","False"
"NUPDRS2P","QUERY","NUPDRS2P","Any open/pending queries on this record","NUMBER","1","","False","False"
"NUPDRS2P","REC_ID","NUPDRS2P","Record ID","CHAR","36","","True","True"
"NUPDRS3","","NUPDRS3","MDS UPDRS Part III","","","","",""
"NUPDRS3","CNO","NUPDRS3","Site Number","NUMBER","12","0","True","False"
"NUPDRS3","DBSOFFTM","NUPDRS3","Time DBS turned off before OFF exam","TIME","","","False","False"
"NUPDRS3","DBSONTM","NUPDRS3","Time DBS turned on before ON exam","TIME","","","False","False"
"NUPDRS3","DBS_STATUS","","0 = OFF, 1 = ON","CHAR","8","","",""
"NUPDRS3","DYSKIRAT","NUPDRS3","3.20 Did movements interfere with rating","NUMBER","1","","False","False"
"NUPDRS3","DYSKPRES","NUPDRS3","3.19 Were dyskinesias present","NUMBER","1","","False","False"
"NUPDRS3","EVENT_ID","NUPDRS3","Visit ID","CHAR","3","","True","False"
"NUPDRS3","EXAMTM","NUPDRS3","Time NUPDRS3 exam was administered","TIME","","","False","False"
"NUPDRS3","HRDBSOFF","NUPDRS3","Hours between DBS device turned off and NUPDRS3 exam","NUMBER","18","4","False","False"
"NUPDRS3","HRDBSON","NUPDRS3","Hours between DBS device turned on and NUPDRS3 exam","NUMBER","18","4","False","False"
"NUPDRS3","HRPOSTMED","NUPDRS3","Hours between last dose of PD medication and NUPDRS3 exam","NUMBER","18","4","False","False"
"NUPDRS3","INFODT","NUPDRS3","Assessment Date","DATE","","","True","False"
"NUPDRS3","LAST_UPDATE","NUPDRS3","Date of most recent update to record","DATE","","","True","False"
"NUPDRS3","NHY","NUPDRS3","3.21 Hoehn and Yahr Stage","CHAR","2","","False","False"
"NUPDRS3","NP3BRADY","NUPDRS3","3.14 Global spontaneity of movement","CHAR","2","","False","False"
"NUPDRS3","NP3FACXP","NUPDRS3","3.2 Facial expression","CHAR","2","","False","False"
"NUPDRS3","NP3FRZGT","NUPDRS3","3.11 Freezing of gait","CHAR","2","","False","False"
"NUPDRS3","NP3FTAPL","NUPDRS3","3.4b Finger Tapping Left Hand","CHAR","2","","False","False"
"NUPDRS3","NP3FTAPR","NUPDRS3","3.4a Finger Tapping Right Hand","CHAR","2","","False","False"
"NUPDRS3","NP3GAIT","NUPDRS3","3.10 Gait","CHAR","2","","False","False"
"NUPDRS3","NP3HMOVL","NUPDRS3","3.5b Hand movements - Left Hand","CHAR","2","","False","False"
"NUPDRS3","NP3HMOVR","NUPDRS3","3.5a Hand movements - Right Hand","CHAR","2","","False","False"
"NUPDRS3","NP3KTRML","NUPDRS3","3.16b Kinetic tremor - Left hand","CHAR","2","","False","False"
"NUPDRS3","NP3KTRMR","NUPDRS3","3.16a Kinetic tremor - Right hand","CHAR","2","","False","False"
"NUPDRS3","NP3LGAGL","NUPDRS3","3.8b Leg agility - Left leg","CHAR","2","","False","False"
"NUPDRS3","NP3LGAGR","NUPDRS3","3.8a Leg agility - Right leg","CHAR","2","","False","False"
"NUPDRS3","NP3POSTR","NUPDRS3","3.13 Posture","CHAR","2","","False","False"
"NUPDRS3","NP3PRSPL","NUPDRS3","3.6b Pronation-Supination - Left Hand","CHAR","2","","False","False"
"NUPDRS3","NP3PRSPR","NUPDRS3","3.6a Pronation-Supination - Right Hand","CHAR","2","","False","False"
"NUPDRS3","NP3PSTBL","NUPDRS3","3.12 Postural stability","CHAR","2","","False","False"
"NUPDRS3","NP3PTRML","NUPDRS3","3.15b Postural tremor - Left hand","CHAR","2","","False","False"
"NUPDRS3","NP3PTRMR","NUPDRS3","3.15a Postural tremor - Right Hand","CHAR","2","","False","False"
"NUPDRS3","NP3RIGLL","NUPDRS3","3.3e Rigidity - LLE","CHAR","2","","False","False"
"NUPDRS3","NP3RIGLU","NUPDRS3","3.3c Rigidity - LUE","CHAR","2","","False","False"
"NUPDRS3","NP3RIGN","NUPDRS3","3.3a Rigidity - Neck","CHAR","2","","False","False"
"NUPDRS3","NP3RIGRL","NUPDRS3","3.3d Rigidity - RLE","CHAR","2","","False","False"
"NUPDRS3","NP3RIGRU","NUPDRS3","3.3b Rigidity - RUE","CHAR","2","","False","False"
"NUPDRS3","NP3RISNG","NUPDRS3","3.9 Arising from chair","CHAR","2","","False","False"
"NUPDRS3","NP3RTALJ","NUPDRS3","3.17e Rest tremor amplitude - Lip/jaw","CHAR","2","","False","False"
"NUPDRS3","NP3RTALL","NUPDRS3","3.17d Rest tremor amplitude - LLE","CHAR","2","","False","False"
"NUPDRS3","NP3RTALU","NUPDRS3","3.17b Rest tremor amplitude - LUE","CHAR","2","","False","False"
"NUPDRS3","NP3RTARL","NUPDRS3","3.17c Rest tremor amplitude - RLE","CHAR","2","","False","False"
"NUPDRS3","NP3RTARU","NUPDRS3","3.17a Rest tremor amplitude - RUE","CHAR","2","","False","False"
"NUPDRS3","NP3RTCON","NUPDRS3","3.18 Constancy of rest tremor","CHAR","2","","False","False"
"NUPDRS3","NP3SPCH","NUPDRS3","3.1 Speech","CHAR","3","","False","False"
"NUPDRS3","NP3TOT","NUPDRS3","MDS-UPDRS Part III Total Score","NUMBER","12","0","False","False"
"NUPDRS3","NP3TTAPL","NUPDRS3","3.7b Toe tapping - Left foot","CHAR","2","","False","False"
"NUPDRS3","NP3TTAPR","NUPDRS3","3.7a Toe tapping - Right foot","CHAR","2","","False","False"
"NUPDRS3","ORIG_ENTRY","NUPDRS3","Date of original data entry","DATE","","","True","False"
"NUPDRS3","PAG_NAME","NUPDRS3","Page Name","CHAR","12","","True","False"
"NUPDRS3","PATNO","NUPDRS3","Participant ID","NUMBER","18","0","True","False"
"NUPDRS3","PDMEDDT","NUPDRS3","Date of most recent PD med dose","DATE","","","False","False"
"NUPDRS3","PDMEDTM","NUPDRS3","Time of most recent PD med dose","TIME","","","False","False"
"NUPDRS3","PDSTATE","NUPDRS3","Which functional state is the participant currently in?","CHAR","3","","False","False"
"NUPDRS3","PDTRTMNT","NUPDRS3","Is the participant on medication or receiving deep brain stimulation for treating the symptoms of Parkinsons disease?","NUMBER","1","","False","False"
"NUPDRS3","QUERY","NUPDRS3","Any open/pending queries on this record","NUMBER","1","","False","False"
"NUPDRS3","REC_ID","NUPDRS3","Record ID","CHAR","36","","True","True"
"NUPDRS4","","NUPDRS4","MDS-UPDRS Part IV: Motor Complications","","","","",""
"NUPDRS4","CNO","NUPDRS4","Site Number","NUMBER","12","0","True","False"
"NUPDRS4","EVENT_ID","NUPDRS4","Visit ID","CHAR","3","","True","False"
"NUPDRS4","INFODT","NUPDRS4","Assessment Date","DATE","","","True","False"
"NUPDRS4","LAST_UPDATE","NUPDRS4","Date of most recent update to record","DATE","","","True","False"
"NUPDRS4","NP4DYSKI","NUPDRS4","4.2 Functional impact of dyskinesias","CHAR","2","","False","False"
"NUPDRS4","NP4DYSTN","NUPDRS4","4.6 Painful OFF-state dystonia","CHAR","2","","False","False"
"NUPDRS4","NP4DYSTNDEN","NUPDRS4","4.6 Total Hours OFF with Dystonia","NUMBER","12","0","False","False"
"NUPDRS4","NP4DYSTNNUM","NUPDRS4","4.6 Total Hours OFF","NUMBER","12","0","False","False"
"NUPDRS4","NP4DYSTNPCT","NUPDRS4","4.6 % OFF Dystonia","NUMBER","12","0","False","False"
"NUPDRS4","NP4FLCTI","NUPDRS4","4.4 Functional impact of fluctuations","CHAR","2","","False","False"
"NUPDRS4","NP4FLCTX","NUPDRS4","4.5 Complexity of motor fluctuations","CHAR","2","","False","False"
"NUPDRS4","NP4OFF","NUPDRS4","4.3 Time spent in the OFF state","CHAR","2","","False","False"
"NUPDRS4","NP4OFFDEN","NUPDRS4","4.3 Total Hours OFF","NUMBER","12","0","False","False"
"NUPDRS4","NP4OFFNUM","NUPDRS4","4.3 Total Hours Awake","NUMBER","12","0","False","False"
"NUPDRS4","NP4OFFPCT","NUPDRS4","4.3 % OFF","NUMBER","12","0","False","False"
"NUPDRS4","NP4TOT","NUPDRS4","MDS-UPDRS Part IV Total Score","NUMBER","12","0","False","False"
"NUPDRS4","NP4WDYSK","NUPDRS4","4.1 Time spent with dyskinesias","CHAR","2","","False","False"
"NUPDRS4","NP4WDYSKDEN","NUPDRS4","4.1 Total Hours with Dyskinesia","NUMBER","12","0","False","False"
"NUPDRS4","NP4WDYSKNUM","NUPDRS4","4.1 Total Hours Awake","NUMBER","12","0","False","False"
"NUPDRS4","NP4WDYSKPCT","NUPDRS4","4.1 % Dyskinesia","NUMBER","12","0","False","False"
"NUPDRS4","ORIG_ENTRY","NUPDRS4","Date of original data entry","DATE","","","True","False"
"NUPDRS4","PAG_NAME","NUPDRS4","Page Name","CHAR","12","","True","False"
"NUPDRS4","PATNO","NUPDRS4","Participant ID","NUMBER","18","0","True","False"
"NUPDRS4","QUERY","NUPDRS4","Any open/pending queries on this record","NUMBER","1","","False","False"
"NUPDRS4","REC_ID","NUPDRS4","Record ID","CHAR","36","","True","True"
"ONWRIST","age_seconds","","Participant's pseudo-age in seconds","DATE","0","0","",""
"ONWRIST","on_wrist","","Watch on/off events (true/false)","NUMBER","1","0","",""
"ONWRIST","subject","","Participant ID","CHAR","16","0","",""
"ONWRIST","time_day","","Day of week","CHAR","3","0","",""
"ONWRIST","time_local","","Time in participant's local time zone","TIME","8","0","",""
"ONWRIST","time_ms","","Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0","",""
"OTHCTRL"," ","OTHCTRL","Participation in Other Studies Log","","","","",""
"OTHCTRL","CNO","OTHCTRL","Site Number","NUMBER","12","0","True","False"
"OTHCTRL","ENDOTHDT","OTHCTRL","End of participation in other study date","DATE","","","False","False"
"OTHCTRL","ENROTHDT","OTHCTRL","Enrollment date in other study","DATE","","","False","False"
"OTHCTRL","EVENT_ID","OTHCTRL","Visit ID","CHAR","3","","True","False"
"OTHCTRL","INFODT","OTHCTRL","Assessment Date","DATE","","","True","False"
"OTHCTRL","LAST_UPDATE","OTHCTRL","Date of most recent update to record","DATE","","","True","False"
"OTHCTRL","ORIG_ENTRY","OTHCTRL","Date of original data entry","DATE","","","True","False"
"OTHCTRL","OTHSTDY","OTHCTRL","Full title of research study","NUMBER","12","0","False","False"
"OTHCTRL","OTHSTDYAC","OTHCTRL","Acronym of research study","NUMBER","12","0","False","False"
"OTHCTRL","OTHSTDYACCM","OTHCTRL","Other acronym of research study comment","CHAR","","","False","False"
"OTHCTRL","OTHSTDYCM","OTHCTRL","Other full title of research study comment","CHAR","","","False","False"
"OTHCTRL","PAG_NAME","OTHCTRL","Page Name","CHAR","12","","True","False"
"OTHCTRL","PATNO","OTHCTRL","Participant ID","NUMBER","18","0","True","False"
"OTHCTRL","QUERY","OTHCTRL","Any open/pending queries on this record","NUMBER","1","","False","False"
"OTHCTRL","REC_ID","OTHCTRL","Record ID","CHAR","36","","True","True"
"OTHCTRL","SEQNO","OTHCTRL","Sequence Number","NUMBER","12","0","True","False"
"OTHCTRL","STDYTYP","OTHCTRL","Type of research study","NUMBER","12","0","False","False"
"OTHFEATPD","","OTHFEATPD","Other Clinical Features","","","","",""
"OTHFEATPD","CNO","OTHFEATPD","Site Number","NUMBER","12","0","True","False"
"OTHFEATPD","EVENT_ID","OTHFEATPD","Visit ID","CHAR","3","","True","False"
"OTHFEATPD","FEATACTTRM","OTHFEATPD","Prominent action tremor","NUMBER","12","0","False","False"
"OTHFEATPD","FEATALCREP","OTHFEATPD","Definite response to alcohol","NUMBER","12","0","False","False"
"OTHFEATPD","FEATALNLMB","OTHFEATPD","Alien limb phenomenon","NUMBER","12","0","False","False"
"OTHFEATPD","FEATANTCOL","OTHFEATPD","Disproportionate anterocollis","NUMBER","12","0","False","False"
"OTHFEATPD","FEATANXITY","OTHFEATPD","Anxiety","NUMBER","12","0","False","False"
"OTHFEATPD","FEATAPATHY","OTHFEATPD","Apathy","NUMBER","12","0","False","False"
"OTHFEATPD","FEATBWLDYS","OTHFEATPD","bowel dysfunction","NUMBER","12","0","False","False"
"OTHFEATPD","FEATCLRLEV","OTHFEATPD","Clear and dramatic response to levodopa","NUMBER","12","0","False","False"
"OTHFEATPD","FEATCOGFLC","OTHFEATPD","Cognitive fluctuations","NUMBER","12","0","False","False"
"OTHFEATPD","FEATCRTSNS","OTHFEATPD","Unequivocal cortical sensory loss (i.e., graphesthesia, stereognosis with intact primary sensory modalities)","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDCRARM","OTHFEATPD","Decreased arm swing","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDELHAL","OTHFEATPD","Systematized delusions or visual hallucinations unrelated to medications","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDEPRES","OTHFEATPD","Depression","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDIMOLF","OTHFEATPD","Diminished olfaction","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDYSART","OTHFEATPD","Dysarthria","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDYSKIN","OTHFEATPD","Dyskinesia","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDYSPHG","OTHFEATPD","Dysphagia","NUMBER","12","0","False","False"
"OTHFEATPD","FEATDYSTNA","OTHFEATPD","Dystonia","NUMBER","12","0","False","False"
"OTHFEATPD","FEATGZEPAL","OTHFEATPD","Supranuclear gaze palsy","NUMBER","12","0","False","False"
"OTHFEATPD","FEATINSPST","OTHFEATPD","Inspiratory stridor","NUMBER","12","0","False","False"
"OTHFEATPD","FEATLMBAPX","OTHFEATPD","Limb ideomotor apraxia","NUMBER","12","0","False","False"
"OTHFEATPD","FEATMCRGRA","OTHFEATPD","Micrographia","NUMBER","12","0","False","False"
"OTHFEATPD","FEATMTRFLC","OTHFEATPD","Motor fluctuations","NUMBER","12","0","False","False"
"OTHFEATPD","FEATMYCLNS","OTHFEATPD","Myoclonous","NUMBER","12","0","False","False"
"OTHFEATPD","FEATNEURSS","OTHFEATPD","Neuroleptic super-sensitivity","NUMBER","12","0","False","False"
